cards,deck_count
"['Dualcaster Mage', 'Quasiduplicate']",1860
"['Frantic Search', 'Underworld Breach', 'Bonus Round']",1839
"['Exalted Flamer of Tzeentch', 'Time Warp']",1800
"['Brallin, Skyshark Rider', 'Ophidian Eye']",1724
"['Naru Meha, Master Wizard', 'Twinflame']",1695
"['Kiki-Jiki, Mirror Breaker', 'Spark Double']",1680
"['Malcolm, Keen-Eyed Navigator', 'Reckless Fireweaver', 'Arcane Adaptation']",1670
"['Mizzix of the Izmagnus', 'Reiterate', 'Electrodominance']",1651
"['Dualcaster Mage', 'Blur']",1641
"['Timestream Navigator', 'Molten Echoes', 'Riptide Laboratory']",1607
"['Malcolm, Keen-Eyed Navigator', 'Hedron Detonator', 'Maskwood Nexus']",1582
"['Displacer Kitten', 'The One Ring', ""Sensei's Divining Top"", 'Birgi, God of Storytelling']",1518
"['Malcolm, Keen-Eyed Navigator', 'Reckless Fireweaver', 'Amoeboid Changeling']",1516
"[""Ashnod's Altar"", 'Flayer of the Hatebound', 'Sage of Fables']",1516
"['Brallin, Skyshark Rider', 'Tandem Lookout']",1514
"['Malcolm, Keen-Eyed Navigator', 'Reckless Fireweaver', 'Runed Stalactite']",1463
"['Malcolm, Keen-Eyed Navigator', 'Reckless Fireweaver', 'Imagecrafter']",1452
"['Alania, Divergent Storm', 'Reverberate']",1426
"['Twincast', 'Fork']",1419
"['Thousand-Year Storm', ""Narset's Reversal"", ""Brass's Bounty""]",1418
"['Okaun, Eye of Chaos', 'Frenetic Efreet', 'Fling']",1393
"['Dualcaster Mage', ""Illusionist's Stratagem""]",1332
"['Vadrik, Astral Archmage', 'Reiterate', 'Electrodominance']",1299
"['Chatterfang, Squirrel General', 'Pitiless Plunderer']",38578
"[""Vraska, Betrayal's Sting"", 'Vorinclex, Monstrous Raider']",23124
"['Peregrin Took', 'Experimental Confectioner']",21083
"['The Gitrog Monster', 'Dakmor Salvage']",17989
"['Chain of Smog', 'Witherbloom Apprentice']",16949
"['Chatterfang, Squirrel General', 'Warren Soultrader', 'Zulaport Cutthroat']",10721
"['Exquisite Blood', 'Dina, Soul Steeper']",10017
"['Glacial Chasm', 'The Gitrog Monster', 'Ramunap Excavator']",9860
"['Chatterfang, Squirrel General', 'Warren Soultrader', 'Blood Artist']",9311
"['Chatterfang, Squirrel General', 'Warren Soultrader', 'Academy Manufactor']",9008
"[""Bootleggers' Stash"", 'Revel in Riches']",8960
"['Ygra, Eater of All', 'Experimental Confectioner', 'Savvy Hunter']",8792
"['Glacial Chasm', 'The Gitrog Monster', 'Crucible of Worlds']",8253
"['Old Gnawbone', 'Revel in Riches']",8204
"['Chatterfang, Squirrel General', 'Warren Soultrader', 'Peregrin Took']",8022
"['Camellia, the Seedmiser', 'Peregrin Took', ""Ashnod's Altar""]",7486
"['Ygra, Eater of All', 'Camellia, the Seedmiser', ""Ashnod's Altar""]",7134
"['Glacial Chasm', 'The Gitrog Monster', 'Conduit of Worlds']",7015
"['Kodama of the East Tree', 'Golgari Rot Farm', 'Scute Swarm']",6687
"['Kodama of the East Tree', 'Tireless Provisioner', 'Golgari Rot Farm']",6430
"['Chatterfang, Squirrel General', 'Warren Soultrader', 'Bastion of Remembrance']",6402
"[""Hazel's Brewmaster"", 'Devoted Druid']",6276
"['Living Death', 'Eternal Witness', 'Phyrexian Altar']",6025
"['Ygra, Eater of All', 'Experimental Confectioner', ""Ashnod's Altar""]",6015
"['Hapatra, Vizier of Poisons', 'Blowfly Infestation']",5812
"['Chatterfang, Squirrel General', 'Warren Soultrader', ""Nadier's Nightblade""]",5757
"['Slimefoot, the Stowaway', ""Ashnod's Altar"", 'Parallel Lives']",5735
"['Slimefoot, the Stowaway', ""Ashnod's Altar"", 'Doubling Season']",5679
"['Chatterfang, Squirrel General', 'Warren Soultrader', 'Moldervine Reclamation']",5044
"['Ygra, Eater of All', 'Camellia, the Seedmiser', 'Viscera Seer']",4651
"['Kodama of the East Tree', 'Golgari Rot Farm', 'Rampaging Baloths']",4626
"['Warren Soultrader', 'Cauldron Familiar', 'Peregrin Took']",4577
"['Ygra, Eater of All', 'Experimental Confectioner', 'Viscera Seer']",4409
"['Ivy Lane Denizen', 'Viscera Seer']",4359
"['Pippin, Warden of Isengard', ""Hazel's Brewmaster"", 'Academy Manufactor']",4272
"['Chatterfang, Squirrel General', 'Warren Soultrader', 'Prosperous Innkeeper']",4082
"['Peregrin Took', 'Cauldron Familiar', 'Pitiless Plunderer', ""Ashnod's Altar""]",3787
"['The Gitrog Monster', 'Dakmor Salvage', 'Noose Constrictor']",3772
"[""Hazel's Brewmaster"", ""Gourmand's Talent"", 'Academy Manufactor', 'Gilded Goose']",3724
"['Hapatra, Vizier of Poisons', 'Yawgmoth, Thran Physician', 'Obelisk Spider']",3643
"['Chatterfang, Squirrel General', 'Slimefoot, the Stowaway', ""Ashnod's Altar""]",3634
"['The Gitrog Monster', 'Dakmor Salvage', 'Putrid Imp']",3527
"['The Great Henge', 'Viscera Seer']",3320
"['The Gitrog Monster', 'Dakmor Salvage', 'Oblivion Crown']",3304
"['Peregrin Took', 'Cauldron Familiar', 'Pitiless Plunderer', 'Viscera Seer']",3227
"['Saw in Half', 'Culling the Weak', 'Eternal Witness']",3145
"['Ygra, Eater of All', 'Camellia, the Seedmiser', 'Phyrexian Altar']",3090
"['Shifting Woodland', 'Aftermath Analyst', 'Squandered Resources']",3044
"['Sméagol, Helpful Guide', 'Dúnedain Rangers', 'Rampaging Baloths', 'Viscera Seer']",2916
"['Hapatra, Vizier of Poisons', 'Yawgmoth, Thran Physician', 'Zulaport Cutthroat']",2696
"['Sméagol, Helpful Guide', 'Dúnedain Rangers', 'Bloodghast', 'Viscera Seer']",2661
"['Kodama of the East Tree', 'Tireless Tracker', 'Golgari Rot Farm']",2655
"['Ygra, Eater of All', 'Experimental Confectioner', 'Phyrexian Altar']",2634
"['The Gitrog Monster', 'Dakmor Salvage', 'Wild Mongrel']",2432
"['Devoted Druid', 'Quillspike']",2368
"['Hapatra, Vizier of Poisons', 'Yawgmoth, Thran Physician', 'Blood Artist']",2317
"['The Gitrog Monster', 'Dakmor Salvage', 'Skirge Familiar']",2312
"['Eternal Witness', 'Phyrexian Altar', 'Unearth']",2272
"['Glacial Chasm', 'The Gitrog Monster', 'Walk-In Closet // Forgotten Cellar']",2248
"['Camellia, the Seedmiser', 'Peregrin Took', 'Academy Manufactor', ""Gourmand's Talent""]",2180
"['Chatterfang, Squirrel General', 'Ruthless Knave', ""Ashnod's Altar""]",2180
"['Saw in Half', 'Cabal Ritual', 'Eternal Witness']",2093
"['Sméagol, Helpful Guide', 'Dúnedain Rangers', ""Zendikar's Roil"", 'Viscera Seer']",2073
"['Bloodthirsty Conqueror', 'Dina, Soul Steeper']",2069
"['Viscera Seer', 'Protean Hulk', 'Disciple of the Vault', 'Lesser Masticore', 'Melira, Sylvok Outcast']",2056
"['Sméagol, Helpful Guide', 'Dúnedain Rangers', 'Rampaging Baloths', 'Carrion Feeder']",2052
"['Kodama of the East Tree', 'Golgari Rot Farm', ""Zendikar's Roil""]",2039
"['Mazirek, Kraul Death Priest', 'Scurry Oak', ""Ashnod's Altar""]",2034
"['Sméagol, Helpful Guide', 'Dúnedain Rangers', 'Bloodghast', 'Carrion Feeder']",1989
"['Mikaeus, the Unhallowed', 'Devoted Druid']",1942
"['Sméagol, Helpful Guide', 'Dúnedain Rangers', 'Bloodghast', ""Ashnod's Altar""]",1907
"['Basking Broodscale', 'Mazirek, Kraul Death Priest']",1902
"['Shelob, Child of Ungoliant', 'Devoted Druid', 'Viridian Longbow']",1891
"['Sméagol, Helpful Guide', 'Dúnedain Rangers', 'Rampaging Baloths', ""Ashnod's Altar""]",1873
"['Peregrin Took', 'Cauldron Familiar', 'Pitiless Plunderer', 'Phyrexian Altar']",1861
"['Ygra, Eater of All', 'Experimental Confectioner', 'Carrion Feeder']",1840
"['Ygra, Eater of All', 'Camellia, the Seedmiser', 'Carrion Feeder']",1837
"['Rise of the Dark Realms', 'Phyrexian Altar', 'Eternal Witness']",1794
"['Kodama of the East Tree', 'Golgari Rot Farm', 'Springheart Nantuko']",1777
"['Eternal Witness', 'Phyrexian Altar', ""Kaya's Ghostform""]",1719
"['Jarad, Golgari Lich Lord', 'Wall of Blood']",1707
"['Master Chef', 'Carrion Feeder']",1695
"['The Great Henge', 'Carrion Feeder']",1680
"['Chatterfang, Squirrel General', 'Ruthless Knave', 'Parallel Lives']",1640
"['Sméagol, Helpful Guide', 'Dúnedain Rangers', ""Zendikar's Roil"", 'Carrion Feeder']",1577
"[""Ashnod's Altar"", 'Trudge Garden', 'Zulaport Cutthroat']",1568
"['Ygra, Eater of All', 'Camellia, the Seedmiser', 'Altar of Dementia']",1555
"[""Ashnod's Altar"", 'Trudge Garden', 'Blood Artist']",1531
"['Master Chef', 'Viscera Seer']",1529
"['Kodama of the East Tree', 'Golgari Rot Farm', 'Greensleeves, Maro-Sorcerer']",1526
"['Ygra, Eater of All', 'Experimental Confectioner', 'Altar of Dementia']",1445
"['Shelob, Child of Ungoliant', 'Devoted Druid', 'Ulvenwald Tracker']",1442
"['Ygra, Eater of All', 'Experimental Confectioner', 'Krark-Clan Ironworks']",1435
"['Hapatra, Vizier of Poisons', 'Ivy Lane Denizen', 'Devoted Druid']",1421
"['Mazirek, Kraul Death Priest', 'Scurry Oak', 'Viscera Seer']",1413
"['Yawgmoth, Thran Physician', 'Scurry Oak', 'Zulaport Cutthroat']",1407
"['Sméagol, Helpful Guide', 'Dúnedain Rangers', ""Zendikar's Roil"", ""Ashnod's Altar""]",1402
"['Trudge Garden', ""Ashnod's Altar"", 'Moldervine Reclamation']",1359
"['Ygra, Eater of All', 'Camellia, the Seedmiser', 'Krark-Clan Ironworks']",1353
"['Peregrin Took', 'Cauldron Familiar', 'Pitiless Plunderer', 'Carrion Feeder']",1327
"['Aurelia, the Warleader', 'Helm of the Host']",19723
"['Dragon Tempest', 'Ancient Gold Dragon']",18116
"['Smothering Tithe', 'Underworld Breach', 'Wheel of Fortune']",13082
"['Kiki-Jiki, Mirror Breaker', 'Felidar Guardian']",11898
"['Kiki-Jiki, Mirror Breaker', 'Village Bell-Ringer']",10765
"['Aurelia, the Warleader', 'Sword of Hearth and Home']",9489
"['Boros Reckoner', 'Boros Charm']",9291
"['Zirda, the Dawnwaker', 'Basalt Monolith']",8271
"['The Jolly Balloon Man', 'Village Bell-Ringer']",6667
"['Automated Assembly Line', ""Gonti's Aether Heart"", 'Aether Refinery']",5600
"['Dualcaster Mage', 'Ephemerate']",4428
"['Kiki-Jiki, Mirror Breaker', 'Restoration Angel']",4032
"[""Emrakul's Hatcher"", 'Eldrazi Displacer']",3760
"['Karmic Guide', 'Reveillark', 'Goblin Bombardment']",3675
"['Boros Reckoner', 'Blazing Sunsteel']",3381
"['Kiki-Jiki, Mirror Breaker', 'Karmic Guide', 'Goblin Bombardment']",3329
"['Brash Taunter', 'Guilty Conscience']",3000
"['Boros Reckoner', 'Fiendlash']",2788
"['Gisela, Blade of Goldnight', 'Heartless Hidetsugu']",2768
"['Dualcaster Mage', 'Cloudshift']",2570
"['Donna Noble', 'Boros Reckoner']",2543
"['Zirda, the Dawnwaker', 'Grim Monolith']",2533
"['Brion Stoutarm', 'Serra Avatar']",2514
"['Arcbond', 'Pariah']",2361
"['Brion Stoutarm', 'Soul of Eternity']",2323
"['Splinter Twin', 'Village Bell-Ringer']",2294
"['Spitemare', 'Blazing Sunsteel']",2274
"['Felidar Guardian', 'Cursed Mirror']",2193
"['Kiki-Jiki, Mirror Breaker', 'Karmic Guide', ""Ashnod's Altar""]",2185
"['Godo, Bandit Warlord', 'Ardenn, Intrepid Archaeologist', 'Sword of Hearth and Home']",2151
"['Luminous Broodmoth', 'Goblin Bombardment']",2057
"['Brash Taunter', 'Pariah', 'Fiendlash']",1934
"['Fling', 'Serra Avatar']",1835
"['Karmic Guide', 'Fiend Hunter', 'Goblin Bombardment']",1824
"['The Jolly Balloon Man', 'Ertha Jo, Frontier Mentor', 'Zealous Conscripts']",1811
"['Donna Noble', 'Spitemare']",1776
"['Truefire Captain', 'Blazing Sunsteel']",1694
"['Fling', 'Soul of Eternity']",1667
"['Spitemare', 'Fiendlash']",1618
"['Fable of the Mirror-Breaker', 'Village Bell-Ringer']",1562
"['Arabella, Abandoned Doll', 'Storm Herd']",1544
"['Blazing Sunsteel', 'Guilty Conscience']",1523
"[""Teferi's Protection"", 'Obliterate']",1468
"[""Kazuul's Fury"", 'Serra Avatar']",1352
"[""Kazuul's Fury"", 'Soul of Eternity']",1334
"['Fiendlash', 'Guilty Conscience']",1312
"['Aurelia, the Warleader', 'Rionya, Fire Dancer']",1270
"['The Jolly Balloon Man', 'Ertha Jo, Frontier Mentor', 'Restoration Angel']",1258
"['Kiki-Jiki, Mirror Breaker', 'Karmic Guide', 'Altar of Dementia']",1240
"['Boros Reckoner', 'Shielded by Faith']",1217
"['Possibility Storm', 'Drannith Magistrate']",1213
"['Dockside Extortionist', 'Meticulous Excavation']",1174
"['Orthion, Hero of Lavabrink', 'Village Bell-Ringer']",1169
"['Duke Ulder Ravengard', 'Port Razer']",1168
"['Duke Ulder Ravengard', 'Éomer, Marshal of Rohan']",1149
"['Sun Titan', 'Fiend Hunter', 'Goblin Bombardment']",1068
"['Dualcaster Mage', ""Sevinne's Reclamation"", 'Goblin Bombardment']",1041
"['Avacyn, Angel of Hope', 'Obliterate']",1033
"['Kiki-Jiki, Mirror Breaker', 'Karmic Guide', 'Phyrexian Altar']",1033
"['Grab the Reins', 'Serra Avatar']",1005
"[""Teferi's Protection"", 'Worldfire']",996
"['Brion Stoutarm', 'Malignus', 'Gisela, Blade of Goldnight']",971
"['Brash Taunter', 'Pariah', 'Repercussion']",968
"['Grab the Reins', 'Soul of Eternity']",944
"['Dualcaster Mage', ""Sevinne's Reclamation"", 'Altar of Dementia']",938
"['Brion Stoutarm', 'Malignus', 'Gratuitous Violence']",908
"['Brion Stoutarm', 'Malignus', 'Solphim, Mayhem Dominus']",898
"['The Jolly Balloon Man', 'Ertha Jo, Frontier Mentor', 'Felidar Guardian']",861
"['Boros Reckoner', 'Avacyn, Angel of Hope']",843
"['Kiki-Jiki, Mirror Breaker', 'Goblin Bombardment', 'Fiend Hunter']",839
"['Zabaz, the Glimmerwasp', 'Together Forever', ""Ashnod's Altar""]",836
"['Coalhauler Swine', 'Pariah']",804
"['The Jolly Balloon Man', 'Felidar Guardian', 'Mondrak, Glory Dominus']",804
"['Donna Noble', 'Guilty Conscience']",775
"['Thud', 'Serra Avatar']",775
"['Dualcaster Mage', 'Flicker of Fate']",766
"['Acrobatic Maneuver', 'Dualcaster Mage']",749
"['Aurelia, the Warleader', 'Gilraen, Dúnedain Protector']",729
"['Drannith Magistrate', 'Urabrask, Heretic Praetor']",728
"['Thud', 'Soul of Eternity']",726
"['The Jolly Balloon Man', 'Felidar Guardian', 'Anointed Procession']",723
"['Approach of the Second Sun', 'Wheel of Fortune']",706
"['The Jolly Balloon Man', 'Ertha Jo, Frontier Mentor', 'Coercive Recruiter']",699
"['Koll, the Forgemaster', 'Goblin Bombardment', 'Shuko', 'Rograkh, Son of Rohgahh']",697
"['Repercussion', 'Brash Taunter', ""Gideon's Sacrifice""]",691
"['Koll, the Forgemaster', 'Rograkh, Son of Rohgahh', 'Sai of the Shinobi', 'Goblin Bombardment']",683
"['Boros Reckoner', 'Indestructibility']",675
"['Dualcaster Mage', ""Sevinne's Reclamation"", 'Phyrexian Altar']",674
"['Blazing Sunsteel', 'Metropolis Reformer']",671
"['Koll, the Forgemaster', 'Goblin Bombardment', 'Lightning Greaves', 'Rograkh, Son of Rohgahh']",671
"['Koll, the Forgemaster', 'Skirk Prospector', 'Puresteel Paladin']",668
"['Dualcaster Mage', ""Sevinne's Reclamation"", ""Ashnod's Altar""]",665
"['Nine Lives', 'Harmless Offering', 'Austere Command']",649
"['Koll, the Forgemaster', 'Skullclamp', 'Auriok Steelshaper', 'Rograkh, Son of Rohgahh']",646
"['Koll, the Forgemaster', 'Skirk Prospector', 'Fighter Class']",634
"['Koll, the Forgemaster', 'Skirk Prospector', 'Sai of the Shinobi']",632
"['Éomer, Marshal of Rohan', 'Legion Loyalty']",631
"['Dualcaster Mage', 'Scrollshift']",628
"['Koll, the Forgemaster', 'Goblin Bombardment', 'Shuko', 'Memnite']",622
"['Brion Stoutarm', 'Malignus', 'Fiery Emancipation']",618
"['Kinnan, Bonder Prodigy', 'Basalt Monolith']",33518
"['Kodama of the East Tree', 'Simic Growth Chamber', 'Scute Swarm']",14745
"['Kodama of the East Tree', 'Tireless Provisioner', 'Simic Growth Chamber']",13538
"['Bloom Tender', 'Freed from the Real']",12817
"['Kodama of the East Tree', 'Simic Growth Chamber', 'Rampaging Baloths']",12213
"['Ghostly Flicker', 'Peregrine Drake', 'Eternal Witness']",10846
"['Food Chain', 'Misthollow Griffin']",10737
"['Retreat to Coralhelm', 'Sakura-Tribe Scout', 'Simic Growth Chamber']",9474
"['Kinnan, Bonder Prodigy', 'Birds of Paradise', 'Freed from the Real']",9252
"['Ioreth of the Healing House', ""Kiora's Follower""]",7798
"[""Machine God's Effigy"", 'Devoted Druid']",7577
"['Hermit Druid', ""Thassa's Oracle""]",7568
"['Displacer Kitten', 'Eternal Witness', 'Lotus Petal', 'Snap']",7553
"['Bloom Tender', ""Pemmin's Aura""]",7478
"['Incubation Druid', 'Freed from the Real']",7383
"['Biovisionary', 'Rite of Replication']",7349
"['Kinnan, Bonder Prodigy', 'Bloom Tender', 'Freed from the Real']",7074
"['Retreat to Coralhelm', 'Llanowar Scout', 'Simic Growth Chamber']",6994
"['Sanctum Weaver', 'Freed from the Real']",6816
"['Doppelgang', 'Eternal Witness']",6730
"['Kodama of the East Tree', 'Meloku the Clouded Mirror']",6600
"['Zimone, Mystery Unraveler', 'Yedora, Grave Gardener', 'Whisperwood Elemental']",6534
"['Zimone, Mystery Unraveler', 'Yedora, Grave Gardener', 'Sakura-Tribe Elder']",6471
"['Kodama of the East Tree', 'Simic Growth Chamber', ""Zendikar's Roil""]",5978
"['Kinnan, Bonder Prodigy', 'Birds of Paradise', ""Pemmin's Aura""]",5726
"['Inexorable Tide', 'Evolution Witness']",5718
"['Nadu, Winged Wisdom', 'Scute Swarm', 'Lightning Greaves']",5627
"['Selvala, Heart of the Wilds', 'Freed from the Real']",5321
"['Displacer Kitten', 'Eternal Witness', 'Lotus Petal', 'Jeweled Lotus']",4773
"['Incubation Druid', ""Pemmin's Aura""]",4729
"['Kodama of the East Tree', 'Tireless Tracker', 'Simic Growth Chamber']",4704
"['Nadu, Winged Wisdom', 'Scute Swarm', 'Shuko']",4618
"['Retreat to Coralhelm', 'Skyshroud Ranger', 'Simic Growth Chamber']",4400
"['Retreat to Coralhelm', 'Scaled Herbalist', 'Simic Growth Chamber']",4345
"['Walk the Aeons', 'Azusa, Lost but Seeking', 'Ramunap Excavator']",4321
"['Fathom Mage', 'Wizard Class']",4294
"['Sanctum Weaver', ""Pemmin's Aura""]",4170
"['Sage of Hours', 'Ezuri, Claw of Progress']",4089
"['Meloku the Clouded Mirror', 'Retreat to Coralhelm', 'Sakura-Tribe Scout']",4063
"['Hermit Druid', 'Laboratory Maniac']",3990
"['Retreat to Coralhelm', 'Walking Atlas', 'Simic Growth Chamber']",3885
"['Nadu, Winged Wisdom', 'Scute Swarm', 'Umbral Mantle']",3729
"['Kami of Whispered Hopes', 'Freed from the Real']",3663
"['Selvala, Heart of the Wilds', ""Pemmin's Aura""]",3658
"['Esix, Fractal Bloom', 'Biovisionary', 'Avenger of Zendikar']",3416
"['Kodama of the East Tree', 'Simic Growth Chamber', 'Springheart Nantuko']",3381
"['Kodama of the East Tree', 'Simic Growth Chamber', 'Greensleeves, Maro-Sorcerer']",3353
"['Kinnan, Bonder Prodigy', 'Paradise Druid', 'Freed from the Real']",3298
"['Esix, Fractal Bloom', 'Biovisionary', 'Hornet Queen']",3230
"['Lonis, Cryptozoologist', 'Shrieking Drake', 'Academy Manufactor']",3197
"['Arixmethes, Slumbering Isle', 'Freed from the Real']",3140
"['Glacial Chasm', 'Aesi, Tyrant of Gyre Strait', 'Ramunap Excavator']",3129
"['Meloku the Clouded Mirror', 'Retreat to Coralhelm', 'Llanowar Scout']",3069
"['Freed from the Real', 'Gyre Engineer']",3050
"['Deeproot Pilgrimage', 'Deepfathom Echo', ""Kiora's Follower""]",3020
"['Hermit Druid', 'Jace, Wielder of Mysteries']",2952
"['Walk the Aeons', 'Azusa, Lost but Seeking', 'Crucible of Worlds']",2909
"['Kumena, Tyrant of Orazca', 'Deeproot Pilgrimage', 'Intruder Alarm']",2896
"['Peregrine Drake', 'Lilysplash Mentor']",2883
"['Walk the Aeons', 'Azusa, Lost but Seeking', 'Ancient Greenwarden']",2780
"['Biovisionary', 'Progenitor Mimic', 'Adrix and Nev, Twincasters']",2771
"[""Bootleggers' Stash"", 'Mechanized Production']",2756
"['Retreat to Coralhelm', 'Sakura-Tribe Scout', 'Guildless Commons']",2741
"['Vigean Graftmage', 'Incubation Druid']",2723
"['Aluren', 'Shrieking Drake']",2718
"['Glacial Chasm', 'Aesi, Tyrant of Gyre Strait', 'Crucible of Worlds']",2702
"['Replication Technique', 'Parallel Lives']",2620
"['Kinnan, Bonder Prodigy', 'Ilysian Caryatid', 'Freed from the Real']",2545
"['Replication Technique', 'Doubling Season']",2499
"['Kinnan, Bonder Prodigy', 'Paradise Druid', ""Pemmin's Aura""]",2482
"['Kodama of the East Tree', 'Field of the Dead', 'Oboro, Palace in the Clouds']",2453
"['Retreat to Coralhelm', 'Trade Routes', 'Sakura-Tribe Scout']",2372
"['Kodama of the East Tree', 'Trade Routes', 'Tireless Provisioner']",2267
"['Vorel of the Hull Clade', ""Magistrate's Scepter""]",2266
"['Volo, Guide to Monsters', 'Temur Sabertooth', 'Peregrine Drake']",2255
"['Kinnan, Bonder Prodigy', 'Maraleaf Pixie', 'Freed from the Real']",2220
"['Displacer Kitten', 'Eternal Witness', 'Lotus Petal', 'Snap', 'Cloud of Faeries']",2203
"['Arixmethes, Slumbering Isle', ""Pemmin's Aura""]",2162
"['Kodama of the East Tree', 'Spark Double', 'Simic Growth Chamber']",2135
"['Body of Research', 'Simic Ascendancy']",2090
"['Doppelgang', 'Biovisionary']",2085
"['Glacial Chasm', 'Aesi, Tyrant of Gyre Strait', 'Conduit of Worlds']",2072
"['Kodama of the East Tree', 'Sakashima of a Thousand Faces', 'Simic Growth Chamber']",2059
"['Kami of Whispered Hopes', ""Pemmin's Aura""]",2039
"['Retreat to Coralhelm', 'Llanowar Scout', 'Guildless Commons']",2035
"['Nyxbloom Ancient', 'Rite of Replication']",2032
"['Retreat to Coralhelm', 'Sakura-Tribe Scout', 'Oboro, Palace in the Clouds']",2025
"['Meloku the Clouded Mirror', 'Retreat to Coralhelm', 'Skyshroud Ranger']",2021
"['Ghostly Flicker', 'Peregrine Drake', 'Timeless Witness']",1969
"[""Pemmin's Aura"", 'Gyre Engineer']",1966
"['Aesi, Tyrant of Gyre Strait', 'Walk the Aeons', 'Mystic Sanctuary', 'Ramunap Excavator']",1941
