name,saltiness,deck_count
Wrenn and Six,0.54,17050
Flare of Duplication,0.54,47990
Prisoner's Dilemma,0.54,25037
Blue Sun's Twilight,0.54,33181
Swift Reconfiguration,0.54,31248
Divining Witch,0.54,2710
Temple Altisaur,0.54,40572
Warstorm Surge,0.54,141022
Wargate,0.54,18971
Pernicious Deed,0.54,20513
"Excalibur, Sword of Eden",0.54,59004
Fury,0.54,27019
Citadel of Pain,0.54,14844
The Wanderer,0.54,24985
"Paladin Danse, Steel Maverick",0.54,11455
Plague Stinger,0.54,26164
Dualcaster Mage,0.54,129899
"Ajani, Nacatl Pariah",0.54,13978
Cooperation,0.54,564
Hunter's Ambush,0.54,1187
Nine Lives,0.54,12807
Dungrove Elder,0.54,8488
"Mannichi, the Fevered Dream",0.54,393
Darkest Hour,0.54,3660
Mind Control,0.54,5370
Biting-Palm Ninja,0.54,10212
Dismiss,0.54,6677
Soul Tithe,0.54,2184
"Liliana, the Last Hope",0.54,13786
Rakka Mar,0.54,2230
Invoke the Winds,0.54,7781
Abyssal Persecutor,0.54,15133
Hollowhead Sliver,0.54,7429
Iridian Maelstrom,0.54,8827
Neko-Te,0.54,1998
Persuasion,0.54,1265
"Ob Nixilis, the Adversary",0.54,15105
Merrow Commerce,0.54,14853
Leave No Trace,0.54,1180
Fulminator Mage,0.54,1531
Redeem,0.54,141
Public Enemy,0.54,6773
"Aboshan, Cephalid Emperor",0.54,1399
Tranquility,0.54,2002
Ancient Bronze Dragon,0.54,41548
Sword of Truth and Justice,0.54,59917
Priest of Titania,0.54,105287
"Marwyn, the Nurturer",0.54,75295
Pain Magnification,0.54,5500
Planar Bridge,0.54,25699
Lignify,0.54,48274
Dictate of the Twin Gods,0.54,45696
"Kambal, Profiteering Mayor",0.54,55151
Recruiter of the Guard,0.54,77004
Animate Dead,0.54,271768
Apex Altisaur,0.54,70119
Devastate,0.54,305
Earthblighter,0.54,115
Nemesis of Reason,0.54,26179
"Lonis, Cryptozoologist",0.54,21083
Branching Evolution,0.54,155887
"Ghalta, Primal Hunger",0.54,146972
Quietus Spike,0.54,41259
"Karn, Legacy Reforged",0.54,39925
Wurmcoil Engine,0.53,99686
Abyssal Specter,0.53,2270
"Teysa, Orzhov Scion",0.53,22235
Chance Encounter,0.53,12511
"Zada, Hedron Grinder",0.53,22601
Void Maw,0.53,1281
Hellfire,0.53,382
Drumbellower,0.53,55502
Bloom Tender,0.53,210266
Dreamtide Whale,0.53,45504
Aven Interrupter,0.53,37200
Necrotic Sliver,0.53,22398
Sheoldred's Edict,0.53,73919
Mirror March,0.53,30093
Accursed Marauder,0.53,97056
Crackle with Power,0.53,65552
Invoke Despair,0.53,13816
Elvish Dreadlord,0.53,6800
Fauna Shaman,0.53,73674
Sunforger,0.53,57398
Cast Through Time,0.53,2613
Blood Money,0.53,59339
Comeuppance,0.53,26087
Shatterstorm,0.53,2585
Elspeth Conquers Death,0.53,39282
The Fourteenth Doctor,0.53,330
"Havi, the All-Father",0.53,8285
Goblin Legionnaire,0.53,224
Teferi's Moat,0.53,1897
Realms Uncharted,0.53,26728
Qasali Slingers,0.53,20223
Fraying Sanity,0.53,31236
Sword of Forge and Frontier,0.53,61760
In Garruk's Wake,0.53,86168
"Ugin, the Ineffable",0.53,104075
Lich's Mirror,0.53,3598
Gravecrawler,0.52,92124
"Ob Nixilis, Unshackled",0.52,30622
Bioluminary,0.52,614
Guttersnipe,0.52,176066
Raid Bombardment,0.52,30212
"Baeloth Barrityl, Entertainer",0.52,21218
Vashta Nerada,0.52,17925
Torrential Gearhulk,0.52,21619
Skittering Cicada,0.52,33037
Wash Away,0.52,42292
"Ajani, Strength of the Pride",0.52,33038
Nim Deathmantle,0.52,36342
"Keiga, the Tide Star",0.52,23148
Captivating Crew,0.52,36966
Defiler of Vigor,0.52,87104
Archivist of Oghma,0.52,142290
Cabal Stronghold,0.52,95323
Professional Face-Breaker,0.52,235070
Cyberdrive Awakener,0.52,65179
Hope of Ghirapur,0.52,37423
Past in Flames,0.52,69805
Gratuitous Violence,0.52,51843
Sphinx's Tutelage,0.52,26700
Culling Scales,0.52,396
Energy Storm,0.52,238
Halo Fountain,0.52,61797
"Yenna, Redtooth Regent",0.52,33468
Reflector Mage,0.52,21673
Pack Rat,0.52,30060
Triskaidekaphile,0.52,69311
"Iroas, God of Victory",0.52,53412
Imotekh the Stormlord,0.52,14317
Aboleth Spawn,0.52,28693
Granulate,0.52,150
One Ring to Rule Them All,0.52,42167
Doomwake Giant,0.52,62641
Fanatical Devotion,0.52,19312
Scurry Oak,0.52,49458
Thief of Sanity,0.51,35939
Avalanche,0.51,31
Desecrate Reality,0.51,30607
Hydra Omnivore,0.51,25088
Glistener Elf,0.51,15301
Covetous Elegy,0.51,1922
Sphinx of the Second Sun,0.51,45527
Sunspine Lynx,0.51,22567
"Rassilon, the War President",0.51,2040
Generous Plunderer,0.51,28149
"Henzie ""Toolbox"" Torre",0.51,1217
Unwind,0.51,80380
Neoform,0.51,62070
Gandalf of the Secret Fire,0.51,1955
Welcome to . . .,0.51,19421
Memory Vessel,0.51,3006
Nanogene Conversion,0.51,21882
Extinguish All Hope,0.51,30444
Tax Collector,0.51,7049
Fist of Suns,0.51,25412
Utvara Hellkite,0.51,75306
Scheming Symmetry,0.51,55044
Throne of the God-Pharaoh,0.51,47659
Doubling Cube,0.51,29521
Goblin Sharpshooter,0.51,28803
Managorger Hydra,0.51,106595
Mountain,0.51,2591362
"Stella Lee, Wild Card",0.51,9556
Essence Scatter,0.51,28560
Voice of the Blessed,0.51,29617
Sword of Sinew and Steel,0.51,27038
Storm of Saruman,0.51,34111
Flux Channeler,0.51,80639
Hunting Velociraptor,0.51,24678
"Jaheira, Friend of the Forest",0.51,126274
Scourge of Valkas,0.51,73746
Summary Dismissal,0.51,8233
Invasion of Ikoria,0.51,103757
Path to Exile,0.5,1244580
Deadly Tempest,0.5,36840
One with the Stars,0.5,1118
"Emry, Lurker of the Loch",0.5,112208
Decimate,0.5,103823
Solve the Equation,0.5,111441
Royal Decree,0.5,395
Evolution Sage,0.5,174152
"The Beast, Deathless Prince",0.5,5997
Tragic Arrogance,0.5,32890
Vault 87: Forced Evolution,0.5,5953
Magus of the Candelabra,0.5,24169
"Ardenn, Intrepid Archaeologist",0.5,49157
"Atarka, World Render",0.5,70872
Devoted Druid,0.5,79744
Welkin Tern,0.5,220
Chamber of Manipulation,0.5,3646
Cogwork Assembler,0.5,4440
Archangel of Wrath,0.5,1083
Tundra,0.5,177079
Goblin Trashmaster,0.5,32647
Glademuse,0.5,3715
Contagious Nim,0.5,2270
Smolder Initiate,0.5,250
Sharuum the Hegemon,0.5,13283
Kargan Intimidator,0.5,4668
Akoum Hellhound,0.5,3285
Shackles,0.5,907
Diabolic Edict,0.5,6010
Mukotai Soulripper,0.5,3580
Tithe Drinker,0.5,16699
Mystic Decree,0.5,458
Shower of Coals,0.5,106
Omen of the Sun,0.5,5038
Primal Adversary,0.5,6140
Cavalier of Gales,0.5,10991
Keral Keep Disciples,0.5,1705
Pillage,0.5,4294
Canyon Minotaur,0.5,177
Phyrexian War Beast,0.5,162
Dawnglare Invoker,0.5,863
Musician,0.5,785
Krenko's Enforcer,0.5,1501
"Teyo, Geometric Tactician",0.5,21054
Verdant Confluence,0.5,7243
Skyswirl Harrier,0.5,66
Hold for Questioning,0.5,1763
Indigo Faerie,0.5,315
Seismic Shudder,0.5,406
Cruel Edict,0.5,1216
Take Possession,0.5,1311
Shamble Back,0.5,1635
Glimpse of Tomorrow,0.5,4486
"Tazri, Stalwart Survivor",0.5,739
Whirlpool Rider,0.5,5493
Spell Burst,0.5,6902
Rishadan Cutpurse,0.5,1951
Wicker Picker,0.5,1472
Raging Poltergeist,0.5,77
Unite the Coalition,0.5,13112
Vaporkin,0.5,120
Reality Smasher,0.5,10319
"Venser, Corpse Puppet",0.5,5363
Agent of Acquisitions,0.5,23
Dimir Doppelganger,0.5,6221
Stain the Mind,0.5,198
Demonic Pact,0.5,7115
Merfolk Raiders,0.5,217
Wishful Merfolk,0.5,185
"Tahngarth, First Mate",0.5,2961
Kathari Bomber,0.5,536
Expedition Skulker,0.5,941
Myojin of Towering Might,0.5,7206
Ruin Processor,0.5,2124
Scald,0.5,498
Alaundo the Seer,0.5,3162
Rotting Rats,0.5,12056
Bloodspore Thrinax,0.5,11546
Oak Street Innkeeper,0.5,2572
Homestead Courage,0.5,2474
Goblin Lackey,0.5,17125
Sword of the Meek,0.5,13652
Storm God's Oracle,0.5,201
Grim Harvest,0.5,1560
Aku Djinn,0.5,349
Makeshift Munitions,0.5,6927
"Zhang Liao, Hero of Hefei",0.5,85
"Maeve, Insidious Singer",0.5,4042
Drafna's Restoration,0.5,963
Taunt,0.5,145
Legion Loyalty,0.5,35035
Allure of the Unknown,0.5,1990
"Angrath, Minotaur Pirate",0.5,3106
Pull from Eternity,0.5,10116
Roaring Primadox,0.5,1170
Thrilling Encore,0.5,17277
Constable of the Realm,0.5,5216
Skeletonize,0.5,368
Vexing Scuttler,0.5,2528
Crashing Footfalls,0.5,2755
Armory Veteran,0.5,710
"Greel, Mind Raker",0.5,550
Radiate,0.5,5076
Disciple of Caelus Nin,0.5,1325
"Bosh, Iron Golem",0.5,9039
Feedback Bolt,0.5,1486
Hammer of Bogardan,0.5,406
Raving Dead,0.5,2821
Endless Obedience,0.5,4178
Last Rites,0.5,307
Chance for Glory,0.5,12012
Scourge of Nel Toth,0.5,9367
"Dakkon, Shadow Slayer",0.5,9554
Hazduhr the Abbot,0.5,50
"Reidane, God of the Worthy",0.5,14516
Sword of Kaldra,0.5,8938
Spore Cloud,0.5,1460
Fuming Effigy,0.5,1857
Orim's Thunder,0.5,3024
Ancestral Tribute,0.5,274
Grixis Charm,0.5,3504
"Nahiri, Heir of the Ancients",0.5,11460
Widespread Brutality,0.5,15172
Repopulate,0.5,1472
Splitting Headache,0.5,65
Bond of Insight,0.5,8155
Assault Intercessor,0.5,10996
Stromkirk Occultist,0.5,10335
Infinite Obliteration,0.5,245
Desecrated Earth,0.5,211
Rowdy Crew,0.5,831
Ghost-Lit Raider,0.5,215
Booby Trap,0.5,514
Ketria Crystal,0.5,3538
Mystic Repeal,0.5,1126
Jedit's Dragoons,0.5,145
Rimescale Dragon,0.5,847
Mundungu,0.5,490
Solarion,0.5,675
Baleful Stare,0.5,456
Celestial Ancient,0.5,6819
Mindmoil,0.5,4513
Gravespawn Sovereign,0.5,14963
Choking Restraints,0.5,629
Femeref Knight,0.5,167
Suncleanser,0.5,998
Admiral Beckett Brass,0.5,15042
Trolls of Tel-Jilad,0.5,404
Visions,0.5,201
Krovikan Scoundrel,0.5,40
Varchild's Crusader,0.5,67
Welkin Hawk,0.5,23
Ashen Rider,0.5,16169
Agent of the Fates,0.5,3985
Armored Guardian,0.5,183
Moggcatcher,0.5,9899
"Sanwell, Avenger Ace",0.5,9605
Mizzium Meddler,0.5,2143
Wirewood Elf,0.5,2311
Seer's Lantern,0.5,8371
Forbidden Ritual,0.5,424
Pine Walker,0.5,926
Endling,0.5,2329
Tsabo's Decree,0.5,638
Runed Servitor,0.5,3164
Scar,0.5,903
Misstep,0.5,289
Malakir Cullblade,0.5,2759
Spectral Bears,0.5,2443
Elephant Grass,0.5,7621
Whiptongue Hydra,0.5,16309
Kynaios and Tiro of Meletis,0.5,4210
Crossway Vampire,0.5,433
Awakening,0.5,9999
Fatestitcher,0.5,17375
O-Naginata,0.5,15065
Reality Heist,0.5,8096
Warrior's Oath,0.5,13125
Livonya Silone,0.5,76
Natural Selection,0.5,219
Shu Grain Caravan,0.5,41
Wandering Eye,0.5,889
Opalescence,0.5,5204
Gerrard's Irregulars,0.5,24
Tangle Spider,0.5,401
True Believer,0.5,1051
Silhana Ledgewalker,0.5,9851
Ransack,0.5,173
Sudden Spinnerets,0.5,5239
Elite Arcanist,0.5,2420
Struggle for Sanity,0.5,296
Artifact Possession,0.5,324
Kilnmouth Dragon,0.5,2546
Voracious Greatshark,0.5,5859
Krark-Clan Ogre,0.5,49
Ignite Memories,0.5,5269
Temporal Cleansing,0.5,4838
Thalakos Dreamsower,0.5,250
Reverence,0.5,3804
Sunscape Familiar,0.5,17733
Shaman's Trance,0.5,353
Enigma Drake,0.5,3721
"Urtet, Remnant of Memnarch",0.5,984
Prowling Nightstalker,0.5,47
Earthshaking Si,0.5,44
"Kaalia, Zenith Seeker",0.5,13870
Tuya Bearclaw,0.5,8646
Alabaster Kirin,0.5,177
Restless Dreams,0.5,1723
Hofri Ghostforge,0.5,10571
Lich Lord of Unx,0.5,7576
Briarblade Adept,0.5,1055
Minotaur de Force,0.5,330
Fleshformer,0.5,50
Barrin's Spite,0.5,257
Dreamborn Muse,0.5,14637
Copper Host Crusher,0.5,7659
Sphinx Ambassador,0.5,5936
Storm Spirit,0.5,48
Flame-Blessed Bolt,0.5,2142
Llanowar Knight,0.5,112
Trygon Prime,0.5,7634
Minamo's Meddling,0.5,56
Reckless One,0.5,5602
Kozilek's Return,0.5,8597
Gluttonous Zombie,0.5,112
Shield of the Righteous,0.5,479
Prison Sentence,0.5,3068
Dragon Roost,0.5,667
Glare of Heresy,0.5,698
Null Brooch,0.5,4363
Katabatic Winds,0.5,329
Hysterical Blindness,0.5,152
Fevered Visions,0.5,24894
Armageddon Clock,0.5,1699
Astral Slide,0.5,6491
Kjeldoran Skycaptain,0.5,424
Henge Guardian,0.5,150
Brutal Expulsion,0.5,1566
Avabruck Caretaker,0.5,15217
Tourach's Canticle,0.5,835
Hail Storm,0.5,195
Liliana's Spoils,0.5,1084
_____ _____ _____ Trespasser,0.5,279
Flash Counter,0.5,1533
Spelljack,0.5,2519
Shattered Crypt,0.5,281
Kalastria Highborn,0.5,5106
Draconic Disciple,0.5,5767
Soltari Visionary,0.5,4726
Zealot's Conviction,0.5,2395
Mimeofacture,0.5,218
Callous Giant,0.5,65
Squirrel Squatters,0.5,2725
Broken Concentration,0.5,1713
Seton's Scout,0.5,141
"""Lifetime"" Pass Holder",0.5,5939
Goblin Flectomancer,0.5,918
Sheer Drop,0.5,398
Hunted by The Family,0.5,6757
Crab Umbra,0.5,6647
Scavenger Drake,0.5,846
Foil,0.5,23740
Supplant Form,0.5,5667
Swarm of Rats,0.5,9675
Silent Gravestone,0.5,2086
Ephara's Warden,0.5,126
Ice Over,0.5,781
Gargantuan Gorilla,0.5,323
Moonlit Scavengers,0.5,236
Emberwilde Caliph,0.5,71
Chrome Steed,0.5,1194
Gale's Redirection,0.5,12088
Miracle Worker,0.5,57
Holy Avenger,0.5,11246
Nath of the Gilt-Leaf,0.5,3544
Piercing Rays,0.5,1503
Twisted Justice,0.5,313
Devout Monk,0.5,125
Shuko,0.5,9535
Croakid Amphibonaut,0.5,371
Ascendant Acolyte,0.5,8743
Storm Fleet Sprinter,0.5,10078
Pendrell Drake,0.5,181
Scorchmark,0.5,268
Vodalian Mage,0.5,584
Turf War,0.5,1164
Ventifact Bottle,0.5,178
Syndic of Tithes,0.5,2915
Selesnya Guildmage,0.5,2809
Havengul Skaab,0.5,135
High Seas,0.5,473
Swift Spinner,0.5,1105
Archfiend of the Dross,0.5,14358
Ghosts of the Innocent,0.5,207
"Kaya, Intangible Slayer",0.5,15250
Stand or Fall,0.5,437
Wall of Stolen Identity,0.5,19513
Scorn-Blade Berserker,0.5,11127
Tempest of Light,0.5,935
Lifesmith,0.5,112
Plague Beetle,0.5,885
Liliana's Reaver,0.5,9405
Rebound,0.5,225
Sibilant Spirit,0.5,43
Unburden,0.5,975
Boros Keyrune,0.5,3740
Elfhame Wurm,0.5,2733
Bog Serpent,0.5,112
Beasts of Bogardan,0.5,41
Return to Action,0.5,11733
Dreadful Apathy,0.5,1334
Banishment,0.5,2883
Samurai Enforcers,0.5,676
Selvala's Stampede,0.5,18642
Rally the Ancestors,0.5,8552
Act of Aggression,0.5,10003
Parasitic Bond,0.5,163
Scythe of the Wretched,0.5,5196
Skill Borrower,0.5,523
Siren Lookout,0.5,1551
Dream Salvage,0.5,1585
Ferocious Pup,0.5,5399
Icatian Phalanx,0.5,364
Eye of Ramos,0.5,1433
Realm-Cloaked Giant,0.5,15098
Baton of Courage,0.5,154
Tasigur's Cruelty,0.5,3795
Verdant Eidolon,0.5,795
Siegecraft,0.5,418
Sphinx Mindbreaker,0.5,2975
Umara Raptor,0.5,826
Calamity's Wake,0.5,11154
Bladeback Sliver,0.5,1047
Anointed Peacekeeper,0.5,1826
Lesser Masticore,0.5,9406
Goblin War Cry,0.5,283
Chaotic Transformation,0.5,7679
Vile Redeemer,0.5,8065
Splatter Goblin,0.5,532
"Zaxara, the Exemplary",0.5,6282
Shameless Charlatan,0.5,1657
Sirocco,0.5,158
Akki Drillmaster,0.5,624
Dreadfeast Demon,0.5,5712
Timid Drake,0.5,30
Psychic Drain,0.5,1607
Ratcatcher,0.5,14131
Depart the Realm,0.5,9800
"Zuo Ci, the Mocking Sage",0.5,88
Furnace Celebration,0.5,1062
"Inniaz, the Gale Force",0.5,1227
Urza's Guilt,0.5,744
General Tazri,0.5,355
Imaginary Threats,0.5,753
Benthic Infiltrator,0.5,2687
The Prismatic Piper,0.5,96
Three Tragedies,0.5,203
Dread of Night,0.5,318
Shadow of Doubt,0.5,2011
Lithophage,0.5,51
Stern Judge,0.5,443
Tall as a Beanstalk,0.5,711
Tempest Caller,0.5,11157
Ironroot Treefolk,0.5,220
Heartwood Giant,0.5,35
Hypnox,0.5,1157
Carapace,0.5,1931
Norin the Wary,0.5,10835
Bound in Silence,0.5,1615
Hollow One,0.5,3492
Visions of Duplicity,0.5,2468
Thundering Rebuke,0.5,2538
Mesa Falcon,0.5,156
March of Souls,0.5,2303
"Multani, Maro-Sorcerer",0.5,2006
Lucid Dreams,0.5,330
Weary Prisoner,0.5,1114
Ghastbark Twins,0.5,2224
Lake of the Dead,0.5,16495
Marshdrinker Giant,0.5,100
Marrow Shards,0.5,1242
"Thantis, the Warweaver",0.5,1682
Gnarlid Pack,0.5,772
Diamond Kaleidoscope,0.5,340
Avoid Fate,0.5,7789
Defend the Celestus,0.5,1507
Giant Octopus,0.5,253
Mardu Scout,0.5,1249
Fall of Gil-galad,0.5,12334
Consume the Meek,0.5,1621
Pests of Honor,0.5,2199
Ana Battlemage,0.5,52
Army Ants,0.5,1021
Eviscerate,0.5,687
"Quintorius, Loremaster",0.5,5299
Crafty Pathmage,0.5,347
Hydromorph Guardian,0.5,296
Takeno's Cavalry,0.5,296
Darba,0.5,32
Skyrider Elf,0.5,387
Quest for the Gemblades,0.5,398
Rabid Wombat,0.5,165
Giant Cockroach,0.5,166
Viridian Emissary,0.5,10978
Haunting Imitation,0.5,4239
Navigator's Compass,0.5,1110
Obsidian Charmaw,0.5,9049
Breathstealer's Crypt,0.5,3036
Consult the Necrosages,0.5,863
Forgotten Lore,0.5,306
Mana Leech,0.5,98
Pensive Minotaur,0.5,151
Essence Leak,0.5,326
Priest of Yawgmoth,0.5,1252
"Trelasarra, Moon Dancer",0.5,13854
Mageta the Lion,0.5,879
Disrupting Scepter,0.5,274
Crystal Shard,0.5,22981
Voidmage Husher,0.5,2177
Testament Bearer,0.5,1168
Orcish Squatters,0.5,245
Ironscale Hydra,0.5,10325
Hibernation's End,0.5,1801
Feral Shadow,0.5,138
Nebelgast Herald,0.5,7431
Vampire Envoy,0.5,1736
Spell Snip,0.5,316
Incandescent Aria,0.5,2448
Dementia Sliver,0.5,351
Graveborn Muse,0.5,14905
Fanatical Firebrand,0.5,8802
Hyena Pack,0.5,55
Terashi's Grasp,0.5,2375
Erhnam Djinn,0.5,94
Braidwood Cup,0.5,486
Apostle of Invasion,0.5,1943
"Hidetsugu, Devouring Chaos",0.5,9976
Saiba Trespassers,0.5,881
Drudge Spell,0.5,277
Terra Stomper,0.5,3274
Rotting Mastodon,0.5,392
Model of Unity,0.5,11488
Seasoned Tactician,0.5,66
Dark Remedy,0.5,57
"Harbin, Vanguard Aviator",0.5,3623
Leviathan,0.5,350
Open into Wonder,0.5,17029
Mire in Misery,0.5,15630
Inkfathom Divers,0.5,416
Sudden Disappearance,0.5,1291
Iron Will,0.5,324
Hedron Matrix,0.5,3490
Hallowed Burial,0.5,3618
Ebony Owl Netsuke,0.5,4413
Ashnod the Uncaring,0.5,3341
Legion's Judgment,0.5,825
Obsidian Acolyte,0.5,223
Thoughtweft Gambit,0.5,1378
Rotlung Reanimator,0.5,3875
Sidewinder Sliver,0.5,5161
Gang Up,0.5,927
Illicit Auction,0.5,4651
Herd Migration,0.5,1759
Messenger Jays,0.5,3802
Illusionary Forces,0.5,45
Dead-Iron Sledge,0.5,1094
Emissary of Sunrise,0.5,369
"Shorikai, Genesis Engine",0.5,34392
Jaspera Sentinel,0.5,14756
Coastal Breach,0.5,5865
Root Greevil,0.5,218
Teferi's Imp,0.5,186
Extraplanar Lens,0.5,54014
Marchesa's Decree,0.5,14002
Patron of the Moon,0.5,5110
The Archimandrite,0.5,457
Necrite,0.5,157
Aftershock,0.5,2428
Profaner of the Dead,0.5,4790
Surrakar Spellblade,0.5,3101
Iron Star,0.5,220
Forced Worship,0.5,691
Gilt-Leaf Seer,0.5,738
Misleading Signpost,0.5,34390
Ruby Leech,0.5,113
Chaosphere,0.5,2323
Bear Cub,0.5,8402
"Mairsil, the Pretender",0.5,334
Knowledge and Power,0.5,123
Fault Line,0.5,3621
Razorjaw Oni,0.5,144
"Tibalt, the Fiend-Blooded",0.5,2179
Coercive Portal,0.5,9540
Embereth Paladin,0.5,311
Kindred Boon,0.5,14363
Temporal Machinations,0.5,199
Golgari Longlegs,0.5,265
Angel's Trumpet,0.5,8761
Gaea's Herald,0.5,5632
"Arlinn, the Pack's Hope",0.5,12084
Do or Die,0.5,3880
Talisman of Impulse,0.5,124026
Bumper Cars,0.5,3
Battleflight Eagle,0.5,107
Lambholt Raconteur,0.5,3287
Cephalid Vandal,0.5,1079
Against All Odds,0.5,9504
"Oko, the Trickster",0.5,2696
Endure,0.5,227
Volrath's Curse,0.5,505
Nikko-Onna,0.5,4514
Riku of Two Reflections,0.5,2654
Muse Vessel,0.5,253
Water Servant,0.5,76
Entrancing Melody,0.5,4076
Dimir Informant,0.5,650
Deathcult Rogue,0.5,1918
Gurmag Swiftwing,0.5,10742
Vampire Hexmage,0.5,11175
Haunted House,0.5,6
Backdraft Hellkite,0.5,14148
Signal the Clans,0.5,9152
Mystic Subdual,0.5,4267
Angelsong,0.5,9036
Pendrell Flux,0.5,288
Go-Shintai of Hidden Cruelty,0.5,17268
Jace's Projection,0.5,3641
Stinging Lionfish,0.5,3378
"Vren, the Relentless",0.5,7605
Pyrostatic Pillar,0.5,6146
Shark Typhoon,0.5,75780
Glissa Sunslayer,0.5,58171
Wakening Sun's Avatar,0.5,38939
Pongify,0.5,325551
Shadow of the Enemy,0.5,11000
Sigarda's Aid,0.5,91107
Hammer of Nazahn,0.5,97023
Tribute to the World Tree,0.5,183102
Mystic Forge,0.5,167464
Oswald Fiddlebender,0.5,38214
Gemhide Sliver,0.5,34992
Bloodthirster,0.49,44245
Brash Taunter,0.49,113515
"Torbran, Thane of Red Fell",0.49,96179
Magus of the Disk,0.49,4352
Training Grounds,0.49,81688
"Lathliss, Dragon Queen",0.49,83303
Kaldra Compleat,0.49,66312
Beacon of Immortality,0.49,29526
"Baylen, the Haymaker",0.49,11591
Bruenor Battlehammer,0.49,35303
Necrogoyf,0.49,37164
Soul Shatter,0.49,80034
"Giada, Font of Hope",0.49,35646
Cabal Ritual,0.49,139362
"Bello, Bard of the Brambles",0.49,7520
Necromancy,0.49,93988
Rakdos Charm,0.49,189097
"Boromir, Warden of the Tower",0.49,116883
Confiscate,0.49,6975
Syphon Mind,0.49,78259
"Mazirek, Kraul Death Priest",0.49,37357
Jhoira of the Ghitu,0.49,14349
Overpowering Attack,0.49,38790
Cleansing Nova,0.49,88897
Bothersome Quasit,0.49,37781
Crack in Time,0.49,5401
"Padeem, Consul of Innovation",0.49,94681
Reckless Fireweaver,0.49,121142
"Ob Nixilis, the Fallen",0.49,40139
Praetor's Counsel,0.49,21723
"Teysa, Envoy of Ghosts",0.49,17144
Pollywog Prodigy,0.49,65809
Teferi's Tutelage,0.49,20375
Pestilence,0.49,26651
Inventors' Fair,0.49,211918
Gamble,0.49,267396
Zendikar Resurgent,0.49,63538
Twist Allegiance,0.49,788
"Grist, the Hunger Tide",0.49,48536
"Rograkh, Son of Rohgahh",0.49,29873
"Ozolith, the Shattered Spire",0.49,137120
"Urza, Lord Protector",0.49,17494
Desolation Twin,0.49,35185
Negate,0.49,636061
Master Transmuter,0.49,41642
Swarm Intelligence,0.49,31222
Elvish Promenade,0.48,32167
Kor Spiritdancer,0.48,54941
"Elenda, the Dusk Rose",0.48,77132
Snap,0.48,202703
Tireless Provisioner,0.48,298503
"Karumonix, the Rat King",0.48,24666
"Queza, Augur of Agonies",0.48,15600
"Arcades, the Strategist",0.48,930
Havoc,0.48,131
Cybermen Squadron,0.48,41470
Eldrazi Temple,0.48,60680
Languish,0.48,22325
Persuasive Interrogators,0.48,5033
Fanatic of Rhonas,0.48,111515
Destroy the Evidence,0.48,1176
"Galadriel, Light of Valinor",0.48,12828
Cryptolith Rite,0.48,95041
Sublime Epiphany,0.48,49542
Spell Swindle,0.48,41722
Vesuva,0.48,80644
Overwhelming Stampede,0.48,156903
"Alela, Cunning Conqueror",0.48,13171
The Moment,0.48,5080
Akroma's Vengeance,0.48,19290
Maelstrom Nexus,0.48,25627
Chthonian Nightmare,0.48,32900
Pyroblast,0.48,169884
Chaos Warp,0.48,885439
False Orders,0.48,493
Slickshot Show-Off,0.48,6591
Hazel of the Rootbloom,0.48,15553
Conjurer's Closet,0.48,123953
Illness in the Ranks,0.48,4429
Volcanic Offering,0.48,8363
Steelshaper's Gift,0.48,69304
Swamp,0.48,2673889
Mnemonic Deluge,0.48,28321
Progenitor Mimic,0.48,24610
The Skullspore Nexus,0.48,69823
Benthic Anomaly,0.48,19339
Vona's Hunger,0.48,28173
Witness Protection,0.48,48342
Skyclave Apparition,0.48,79785
"Varragoth, Bloodsky Sire",0.48,55862
Whispersilk Cloak,0.48,216576
Tranquilize,0.47,3155
Sigil of the Empty Throne,0.47,86927
Archon of Coronation,0.47,17068
Necrotic Hex,0.47,17524
Vanquish the Horde,0.47,91938
Witch-king of Angmar,0.47,42053
Colossus Hammer,0.47,72725
Bolt Bend,0.47,108240
"Jace, the Perfected Mind",0.47,21592
"Helga, Skittish Seer",0.47,5383
Blurred Mongoose,0.47,102
Brilliant Restoration,0.47,56637
Snapback,0.47,11108
Phyrexian Infiltrator,0.47,448
